id_pedido,fecha,hora,distrito,categoria_restaurante,monto_soles,tiempo_entrega_min,calificacion
606,2025-05-07,3,San Borja,Saludable,42.23,23.0,5.0
1690,2026-03-31,5,Miraflores,Comida rápida,37.21,23.0,5.0
2947,2025-06-27,0,Surco,Comida rápida,32.74,37.0,3.0
2473,2025-07-25,20,Surco,Saludable,55.37,19.0,4.0
2226,2025-09-23,19,Surco,Comida rápida,17.71,39.0,5.0
611,2026-02-07,22,Miraflores,Comida rápida,41.73,33.0,4.0
622,2025-09-22,13,La Molina,Comida rápida,24.26,55.0,3.0
2657,2025-10-31,12,San Borja,Pizza,46.87,45.0,
536,2025-07-14,20,San Isidro,Criolla,63.11,42.0,3.0
2991,2025-08-09,20,San Isidro,Comida rápida,44.43,20.0,4.0
1651,2025-05-07,18,Surco,Criolla,52.8,55.0,2.0
415,2025-08-16,14,Surco,Comida rápida,20.56,48.0,3.0
773,2026-01-23,12,Surco,Pizza,54.75,46.0,3.0
565,2026-04-07,13,La Molina,Postres,21.06,61.0,2.0
533,2025-11-12,20,Miraflores,Pizza,62.61,43.0,3.0
2513,2025-06-11,19,Miraflores,Postres,38.19,22.0,5.0
109,2025-06-10,15,Miraflores,Comida rápida,27.58,25.0,
2712,2025-05-20,12,Surco,Saludable,42.2,42.0,2.0
2510,2025-12-07,19,Miraflores,Pizza,41.3,33.0,4.0
480,2026-01-09,1,La Molina,Criolla,57.91,38.0,4.0
1785,2025-10-13,20,Miraflores,Saludable,29.59,,5.0
319,2026-02-01,19,San Borja,Saludable,36.5,43.0,4.0
1095,2026-04-18,12,Surco,Comida rápida,27.17,47.0,
2722,2026-01-15,22,San Borja,Saludable,50.44,36.0,4.0
2610,2025-08-22,5,La Molina,Saludable,47.22,65.0,2.0
1245,2025-10-09,13,La Molina,Comida rápida,14.71,60.0,3.0
1830,2025-10-01,13,Miraflores,Saludable,35.35,35.0,3.0
403,2025-06-27,11,San Isidro,Comida rápida,25.88,,4.0
1475,2025-09-29,4,San Borja,Criolla,40.45,44.0,2.0
806,2025-07-20,20,San Borja,Criolla,53.61,31.0,4.0
1961,2026-03-22,19,San Borja,Comida rápida,20.17,37.0,4.0
2411,2025-07-07,20,Miraflores,Criolla,64.56,,
2458,2025-12-07,17,San Isidro,Criolla,58.91,38.0,5.0
1730,2025-07-14,13,Miraflores,Saludable,40.6,27.0,4.0
388,2025-09-20,13,San Isidro,Comida rápida,43.38,51.0,3.0
875,2026-01-12,20,San Borja,Pizza,65.56,49.0,2.0
1212,2026-04-25,17,Surco,Criolla,52.61,45.0,3.0
2931,2025-06-18,13,La Molina,Comida rápida,32.16,57.0,2.0
528,2026-01-19,0,San Borja,Comida rápida,31.54,,5.0
1519,2025-05-03,6,San Isidro,Criolla,51.52,18.0,5.0
1558,2025-12-04,4,San Isidro,Postres,29.08,39.0,4.0
2838,2026-04-07,7,Surco,Postres,24.78,26.0,4.0
1338,2025-09-23,13,San Isidro,Comida rápida,26.55,28.0,4.0
2623,2025-12-19,19,San Borja,Saludable,32.33,27.0,4.0
71,2025-06-13,15,San Isidro,Comida rápida,33.31,37.0,
2954,2025-08-05,21,San Isidro,Criolla,51.88,35.0,3.0
1940,2026-04-20,19,Miraflores,Criolla,33.45,32.0,4.0
1821,2025-11-18,11,La Molina,Pizza,41.57,35.0,5.0
808,2026-02-09,18,Miraflores,Comida rápida,26.68,25.0,4.0
57,2025-07-31,22,Miraflores,Comida rápida,33.0,,5.0
1676,2025-05-17,19,San Borja,Comida rápida,40.39,45.0,3.0
901,2026-01-29,1,Miraflores,Comida rápida,34.7,35.0,4.0
1750,2025-10-09,12,Miraflores,Comida rápida,20.42,27.0,4.0
1372,2026-03-03,12,San Isidro,Pizza,61.49,34.0,3.0
2640,2026-04-10,12,La Molina,Comida rápida,41.27,59.0,3.0
2263,2025-08-10,13,San Isidro,Saludable,25.15,27.0,5.0
2857,2026-04-03,17,Surco,Criolla,72.62,,3.0
310,2025-10-05,21,Surco,Saludable,42.12,26.0,3.0
912,2025-07-25,13,La Molina,Postres,21.1,50.0,4.0
1000,2026-03-29,19,Miraflores,Pizza,76.23,55.0,3.0
1002,2025-10-08,15,San Borja,Comida rápida,12.0,37.0,4.0
841,2025-06-20,20,Miraflores,Saludable,53.27,28.0,3.0
2494,2025-11-04,13,La Molina,Criolla,50.44,61.0,1.0
394,2026-04-07,19,San Borja,Criolla,40.93,40.0,5.0
487,2026-03-21,17,La Molina,Pizza,88.57,40.0,3.0
1394,2026-03-08,12,San Isidro,Comida rápida,39.75,37.0,4.0
1710,2026-02-09,11,Miraflores,Comida rápida,35.95,20.0,5.0
1573,2025-10-25,12,Surco,Comida rápida,25.13,36.0,3.0
2131,2025-12-07,13,La Molina,Criolla,49.19,44.0,3.0
2934,2025-05-20,14,Surco,Pizza,51.89,33.0,3.0
638,2025-06-08,13,Miraflores,Comida rápida,23.38,50.0,3.0
1058,2025-05-14,19,La Molina,Pizza,61.76,44.0,2.0
1030,2026-02-20,20,Surco,Comida rápida,38.7,52.0,4.0
2280,2026-03-12,19,La Molina,Criolla,45.97,,3.0
602,2025-05-09,18,San Isidro,Criolla,39.89,15.0,4.0
2205,2026-01-26,12,La Molina,Saludable,35.85,49.0,2.0
2711,2025-09-09,7,San Isidro,Comida rápida,43.28,28.0,4.0
1846,2025-07-12,11,Surco,Pizza,64.99,32.0,3.0
2672,2025-11-02,21,Surco,Postres,25.67,39.0,4.0
1627,2026-04-12,16,Miraflores,Criolla,65.61,29.0,5.0
437,2025-06-27,21,San Borja,Pizza,60.23,27.0,
2175,2025-07-16,12,Miraflores,Pizza,53.43,26.0,
121,2025-10-19,1,Surco,Criolla,12.64,30.0,4.0
1526,2025-11-09,12,San Isidro,Comida rápida,20.52,21.0,4.0
2886,2025-10-08,21,Miraflores,Comida rápida,26.59,21.0,5.0
2611,2026-02-02,13,La Molina,Comida rápida,17.28,66.0,2.0
766,2025-06-08,19,San Borja,Comida rápida,30.46,49.0,3.0
1778,2025-12-08,12,Miraflores,Saludable,41.84,41.0,4.0
314,2025-06-20,13,San Isidro,Criolla,43.96,47.0,2.0
1035,2026-03-24,19,San Isidro,Pizza,50.49,37.0,4.0
234,2025-08-05,11,Miraflores,Comida rápida,20.39,29.0,5.0
2871,2025-11-15,12,Surco,Pizza,52.95,43.0,3.0
1004,2025-05-10,4,Surco,Saludable,26.77,33.0,4.0
2983,2026-01-14,12,San Isidro,Criolla,40.44,47.0,2.0
2882,2025-12-04,12,San Isidro,Criolla,61.64,42.0,2.0
1289,2025-07-21,12,San Isidro,Comida rápida,38.53,43.0,3.0
112,2025-11-17,20,Miraflores,Comida rápida,44.5,39.0,4.0
1252,2026-03-17,2,La Molina,Comida rápida,33.02,52.0,2.0
1191,2025-05-25,19,Miraflores,Postres,20.88,25.0,5.0
411,2025-08-09,11,San Borja,Comida rápida,36.68,34.0,3.0
219,2025-10-07,19,San Isidro,Saludable,52.54,40.0,3.0
2357,2026-03-19,13,San Isidro,Comida rápida,36.52,33.0,4.0
762,2025-06-03,13,Miraflores,Postres,28.33,37.0,5.0
1468,2025-12-01,13,Surco,Comida rápida,30.01,37.0,4.0
1510,2025-11-01,13,Surco,Criolla,43.13,49.0,2.0
694,2025-11-02,9,San Borja,Comida rápida,27.27,42.0,3.0
473,2025-12-24,6,San Isidro,Criolla,47.77,40.0,4.0
898,2025-12-24,22,San Isidro,Pizza,39.48,29.0,5.0
1565,2025-06-16,10,San Borja,Pizza,58.71,37.0,3.0
2217,2025-07-07,18,Miraflores,Postres,22.3,31.0,4.0
863,2025-08-29,22,Surco,Pizza,47.43,40.0,4.0
2046,2026-04-06,19,Miraflores,Pizza,81.49,29.0,4.0
1951,2026-03-21,12,Miraflores,Comida rápida,25.34,29.0,3.0
1678,2025-12-09,21,San Borja,Comida rápida,44.9,32.0,4.0
2010,2026-02-09,13,La Molina,Saludable,29.93,54.0,2.0
1221,2025-06-01,7,San Borja,Comida rápida,20.58,34.0,4.0
362,2025-08-22,13,Miraflores,Saludable,37.19,28.0,5.0
136,2026-04-11,12,Miraflores,Criolla,50.84,30.0,5.0
2726,2026-01-28,23,Miraflores,Comida rápida,27.61,26.0,4.0
2203,2025-05-26,12,San Borja,Criolla,36.38,30.0,5.0
765,2025-07-11,13,Surco,Criolla,59.24,42.0,3.0
2294,2026-04-07,13,Surco,Criolla,47.01,49.0,4.0
367,2025-10-02,14,La Molina,Comida rápida,20.6,38.0,3.0
980,2026-02-24,15,Surco,Comida rápida,20.39,32.0,3.0
30,2025-06-18,0,San Borja,Criolla,62.15,29.0,3.0
2543,2025-08-09,8,La Molina,Comida rápida,30.1,36.0,3.0
23,2026-02-01,20,La Molina,Saludable,40.98,44.0,2.0
1930,2025-11-02,22,Miraflores,Criolla,45.77,21.0,5.0
870,2025-06-17,4,Miraflores,Criolla,52.12,25.0,5.0
927,2025-08-19,21,Miraflores,Pizza,49.67,22.0,5.0
421,2026-04-15,10,La Molina,Postres,28.78,46.0,2.0
1443,2025-11-14,13,Surco,Criolla,67.08,42.0,2.0
461,2026-04-14,20,Miraflores,Comida rápida,31.35,27.0,4.0
44,2025-09-12,22,La Molina,Comida rápida,30.97,60.0,1.0
88,2025-12-03,9,La Molina,Pizza,44.76,53.0,2.0
2348,2025-09-28,13,La Molina,Saludable,45.04,64.0,2.0
2982,2026-04-30,19,Surco,Saludable,47.97,42.0,4.0
283,2025-08-21,12,San Isidro,Pizza,72.65,55.0,3.0
977,2025-11-19,18,San Isidro,Criolla,72.21,30.0,4.0
599,2025-09-23,20,San Isidro,Criolla,50.22,30.0,4.0
686,2026-04-23,13,San Borja,Comida rápida,45.43,27.0,3.0
2895,2025-06-30,11,Surco,Criolla,37.73,36.0,4.0
1375,2026-02-06,12,San Isidro,Criolla,39.26,42.0,3.0
534,2026-03-10,19,San Borja,Comida rápida,35.36,39.0,4.0
1135,2025-12-04,11,Surco,Criolla,46.2,42.0,3.0
2648,2026-02-07,21,Miraflores,Saludable,43.43,15.0,5.0
2447,2025-07-19,13,Miraflores,Saludable,40.66,37.0,4.0
2430,2025-09-28,19,Surco,Comida rápida,26.2,50.0,
2148,2026-04-01,2,Surco,Criolla,40.75,47.0,4.0
1327,2026-02-02,12,Surco,Pizza,68.45,25.0,5.0
2130,2025-08-25,18,Surco,Criolla,39.85,55.0,3.0
2670,2025-09-13,13,San Isidro,Criolla,30.19,30.0,3.0
2603,2026-01-26,11,Surco,Comida rápida,29.65,38.0,5.0
1037,2026-04-26,13,La Molina,Saludable,42.17,48.0,4.0
1544,2025-11-15,20,Miraflores,Saludable,43.23,47.0,2.0
2227,2025-10-11,19,Miraflores,Pizza,41.2,48.0,3.0
680,2026-01-14,19,La Molina,Saludable,41.32,47.0,2.0
1400,2025-12-13,10,Miraflores,Saludable,48.13,20.0,
222,2026-03-20,10,Surco,Pizza,31.26,28.0,
544,2025-10-24,16,La Molina,Criolla,49.13,43.0,3.0
1264,2025-08-05,20,Miraflores,Postres,28.4,31.0,4.0
2177,2025-07-29,8,San Isidro,Pizza,46.75,41.0,4.0
1179,2025-07-29,11,Surco,Criolla,60.88,25.0,4.0
583,2025-09-28,19,San Isidro,Saludable,55.16,29.0,3.0
1279,2026-03-26,20,La Molina,Postres,26.57,57.0,2.0
1454,2026-01-21,17,La Molina,Pizza,33.81,42.0,
719,2026-01-06,4,Surco,Comida rápida,40.91,31.0,4.0
2103,2026-03-27,13,San Borja,Pizza,58.88,31.0,5.0
677,2025-09-20,20,Miraflores,Postres,28.19,34.0,5.0
2898,2025-05-28,13,La Molina,Comida rápida,44.13,59.0,
273,2025-09-24,13,San Isidro,Criolla,45.41,32.0,4.0
522,2026-01-08,5,Surco,Postres,32.55,19.0,5.0
1371,2025-11-09,13,San Borja,Comida rápida,35.91,36.0,4.0
979,2025-10-20,18,La Molina,Pizza,62.94,46.0,4.0
1006,2025-09-15,12,San Isidro,Pizza,43.83,34.0,5.0
938,2026-03-16,21,Miraflores,Criolla,78.96,37.0,5.0
351,2026-03-19,20,Miraflores,Comida rápida,31.44,38.0,4.0
1806,2025-08-10,3,San Borja,Pizza,64.94,37.0,4.0
1079,2025-08-19,22,San Borja,Postres,29.09,28.0,4.0
2653,2026-02-02,13,Miraflores,Comida rápida,43.51,29.0,4.0
1339,2025-09-05,14,San Borja,Pizza,64.38,33.0,3.0
2637,2025-07-25,19,Miraflores,Postres,30.68,50.0,3.0
2514,2025-08-21,20,Miraflores,Saludable,35.44,36.0,3.0
2495,2025-11-07,13,Miraflores,Comida rápida,37.58,38.0,3.0
1331,2025-05-29,20,La Molina,Comida rápida,25.77,36.0,5.0
2540,2025-10-20,11,San Isidro,Saludable,40.31,30.0,3.0
169,2026-02-10,13,San Isidro,Comida rápida,24.33,40.0,4.0
966,2026-03-18,19,Miraflores,Comida rápida,39.25,49.0,2.0
1841,2026-04-25,21,Miraflores,Criolla,43.34,35.0,4.0
1322,2025-12-23,13,San Isidro,Comida rápida,27.1,41.0,3.0
2405,2025-12-24,18,La Molina,Saludable,44.28,47.0,4.0
1919,2025-08-04,13,La Molina,Saludable,45.87,70.0,2.0
2189,2026-02-22,18,Surco,Criolla,32.82,30.0,5.0
2530,2026-02-08,12,Surco,Saludable,55.51,48.0,3.0
2270,2025-12-15,21,La Molina,Saludable,51.67,54.0,4.0
1438,2026-04-04,20,San Borja,Comida rápida,32.83,42.0,4.0
368,2026-01-28,18,Surco,Pizza,41.6,44.0,4.0
846,2026-03-13,11,La Molina,Pizza,76.56,38.0,3.0
2313,2026-03-07,19,Surco,Criolla,42.85,32.0,5.0
1414,2025-06-11,21,Miraflores,Comida rápida,51.0,,4.0
1367,2025-07-03,13,San Isidro,Criolla,19.73,19.0,4.0
352,2025-09-05,12,San Isidro,Comida rápida,25.62,47.0,2.0
2780,2025-11-14,13,San Borja,Criolla,56.4,52.0,3.0
1189,2025-10-29,13,Surco,Pizza,56.46,39.0,4.0
888,2025-07-17,13,Miraflores,Pizza,23.03,35.0,4.0
1926,2026-03-31,13,San Isidro,Pizza,44.4,26.0,4.0
2734,2025-12-15,8,La Molina,Criolla,30.13,31.0,4.0
2408,2025-08-25,2,Miraflores,Saludable,46.33,26.0,3.0
499,2026-02-04,14,San Borja,Pizza,50.52,46.0,3.0
1703,2025-05-22,13,Miraflores,Saludable,40.81,30.0,4.0
211,2026-04-08,4,La Molina,Comida rápida,29.11,32.0,4.0
2746,2026-03-01,13,San Borja,Comida rápida,27.3,32.0,3.0
1129,2025-11-16,12,San Isidro,Comida rápida,42.76,35.0,3.0
228,2026-02-04,19,San Borja,Pizza,66.68,37.0,4.0
366,2025-09-04,13,Miraflores,Comida rápida,40.8,,4.0
1877,2025-08-30,12,Surco,Criolla,73.89,50.0,2.0
1019,2025-08-02,15,Surco,Saludable,42.81,44.0,3.0
2016,2025-06-28,21,Miraflores,Postres,29.94,25.0,5.0
2813,2025-07-09,18,San Isidro,Postres,39.42,38.0,3.0
1599,2025-06-09,21,San Borja,Criolla,54.4,25.0,5.0
408,2026-03-22,19,La Molina,Saludable,24.35,60.0,
2002,2025-11-23,21,La Molina,Criolla,50.89,53.0,4.0
2135,2025-09-10,12,Miraflores,Criolla,49.33,44.0,3.0
2372,2025-06-11,5,La Molina,Pizza,48.29,,4.0
1222,2025-10-05,13,San Isidro,Pizza,42.51,36.0,3.0
2261,2025-07-07,20,Miraflores,Criolla,40.96,29.0,4.0
2764,2025-09-23,14,Surco,Pizza,54.29,33.0,4.0
1826,2026-02-13,11,Miraflores,Postres,22.86,33.0,3.0
8,2025-08-11,21,San Borja,Criolla,50.98,29.0,3.0
2180,2026-01-18,13,San Isidro,Saludable,51.46,47.0,4.0
2793,2025-08-15,12,San Borja,Criolla,70.81,33.0,5.0
1973,2025-05-10,11,San Isidro,Criolla,49.12,27.0,3.0
416,2025-05-05,20,San Isidro,Pizza,35.46,40.0,5.0
1011,2025-07-23,20,Surco,Comida rápida,34.85,33.0,3.0
747,2026-01-14,20,Surco,Comida rápida,36.68,37.0,5.0
2859,2026-04-28,18,Miraflores,Comida rápida,41.23,18.0,5.0
1986,2026-01-19,12,La Molina,Criolla,33.31,63.0,2.0
200,2026-02-19,20,San Borja,Criolla,59.56,43.0,3.0
284,2025-08-12,20,Miraflores,Criolla,46.76,35.0,4.0
232,2025-12-26,22,Miraflores,Saludable,41.56,26.0,3.0
1911,2026-02-17,10,Miraflores,Saludable,50.69,24.0,5.0
1012,2026-03-17,1,Surco,Postres,38.98,39.0,5.0
97,2026-03-23,19,San Isidro,Comida rápida,42.17,36.0,4.0
1413,2025-08-12,22,San Isidro,Criolla,47.07,33.0,3.0
2994,2025-08-09,10,Surco,Criolla,52.32,39.0,4.0
1989,2026-03-09,12,San Isidro,Postres,21.13,32.0,5.0
2484,2025-07-04,2,La Molina,Postres,25.88,60.0,2.0
1937,2025-06-09,18,Miraflores,Criolla,28.46,17.0,5.0
1533,2025-06-30,1,Surco,Criolla,54.13,34.0,4.0
2911,2025-05-02,14,La Molina,Pizza,59.15,56.0,
2631,2025-09-12,13,La Molina,Criolla,64.4,53.0,3.0
1466,2026-03-24,13,San Isidro,Criolla,51.93,37.0,5.0
1449,2025-06-28,19,San Isidro,Criolla,41.53,29.0,4.0
105,2025-10-10,21,San Isidro,Postres,18.03,22.0,4.0
2594,2026-01-24,20,San Borja,Pizza,57.34,35.0,4.0
1101,2026-04-30,18,Surco,Criolla,53.95,,5.0
2292,2025-06-27,13,Miraflores,Criolla,54.48,34.0,3.0
2894,2025-09-29,12,Miraflores,Pizza,76.2,41.0,3.0
1601,2026-01-16,21,San Borja,Postres,14.55,18.0,5.0
2509,2025-12-19,12,Miraflores,Comida rápida,29.18,53.0,4.0
777,2026-01-06,4,Miraflores,Saludable,51.17,32.0,5.0
227,2026-02-18,13,San Isidro,Comida rápida,29.23,27.0,4.0
1273,2026-02-26,13,Surco,Pizza,40.06,45.0,3.0
2335,2026-03-17,20,Miraflores,Comida rápida,27.65,26.0,3.0
1589,2025-08-13,12,Surco,Comida rápida,32.06,48.0,4.0
2111,2025-07-15,21,La Molina,Comida rápida,40.16,,3.0
2453,2025-06-09,19,San Borja,Pizza,42.46,39.0,3.0
1074,2025-09-11,3,San Isidro,Comida rápida,31.19,19.0,5.0
701,2025-12-14,13,San Isidro,Criolla,46.83,32.0,5.0
1136,2025-09-18,18,San Borja,Comida rápida,40.9,20.0,5.0
2833,2025-09-29,6,Miraflores,Pizza,56.53,45.0,3.0
2801,2025-06-20,11,Surco,Criolla,36.92,30.0,5.0
465,2025-09-21,11,La Molina,Saludable,19.11,57.0,1.0
848,2026-03-22,12,Surco,Criolla,56.45,50.0,3.0
756,2025-05-01,12,San Borja,Saludable,28.35,24.0,4.0
2995,2026-01-15,22,San Borja,Criolla,53.01,18.0,5.0
1335,2026-02-17,15,San Borja,Pizza,72.81,36.0,5.0
2715,2025-10-01,8,Surco,Pizza,45.43,27.0,4.0
2242,2025-09-15,12,La Molina,Pizza,72.28,47.0,
2023,2025-10-28,17,San Borja,Pizza,51.67,22.0,5.0
213,2025-12-11,12,San Borja,Saludable,12.0,40.0,4.0
13,2025-08-08,13,Miraflores,Postres,12.0,44.0,3.0
2952,2026-01-09,19,Miraflores,Pizza,82.76,36.0,4.0
423,2026-04-20,13,La Molina,Comida rápida,20.95,45.0,3.0
1652,2025-09-10,19,Miraflores,Saludable,44.54,31.0,
2021,2025-05-12,22,Miraflores,Pizza,48.64,30.0,3.0
2891,2025-07-25,14,La Molina,Pizza,56.55,43.0,4.0
2475,2025-10-30,13,Miraflores,Postres,25.39,36.0,3.0
2684,2025-05-10,19,Miraflores,Criolla,69.04,43.0,2.0
2478,2026-01-01,12,Surco,Comida rápida,42.76,28.0,3.0
1094,2026-03-26,20,Surco,Postres,16.71,42.0,4.0
1731,2026-02-12,12,Miraflores,Criolla,31.36,43.0,4.0
2184,2025-06-08,7,Surco,Pizza,58.47,44.0,2.0
510,2025-08-09,19,San Borja,Pizza,56.48,30.0,3.0
645,2025-06-27,11,Surco,Comida rápida,35.82,43.0,3.0
598,2026-03-27,12,San Borja,Saludable,41.96,,4.0
2615,2025-10-21,20,La Molina,Postres,12.0,50.0,3.0
799,2026-01-04,13,San Isidro,Pizza,52.42,,5.0
2807,2026-03-16,18,Miraflores,Comida rápida,30.7,39.0,3.0
2688,2025-07-05,15,Surco,Criolla,44.2,39.0,5.0
519,2025-05-12,11,San Isidro,Pizza,22.24,30.0,5.0
913,2025-09-03,19,San Isidro,Pizza,56.15,37.0,5.0
574,2025-11-22,19,San Borja,Saludable,53.66,49.0,3.0
2978,2026-03-12,20,Miraflores,Saludable,45.66,36.0,4.0
2771,2026-03-09,13,San Borja,Saludable,41.03,51.0,3.0
1393,2025-07-08,13,Surco,Comida rápida,44.32,29.0,
2029,2025-12-03,10,Surco,Comida rápida,31.38,45.0,4.0
1801,2025-06-01,20,Miraflores,Saludable,39.44,33.0,4.0
2488,2025-11-29,11,San Isidro,Postres,25.95,33.0,4.0
1489,2025-11-26,7,San Isidro,Saludable,51.18,30.0,4.0
124,2025-06-04,19,La Molina,Criolla,51.96,52.0,2.0
1229,2026-01-12,19,Miraflores,Comida rápida,26.73,37.0,
221,2026-01-02,5,San Borja,Postres,30.16,16.0,5.0
2956,2025-12-13,19,Miraflores,Pizza,78.14,42.0,2.0
359,2026-04-25,21,Miraflores,Criolla,49.6,29.0,5.0
1607,2025-10-23,13,Miraflores,Comida rápida,38.07,36.0,4.0
1863,2026-03-10,13,Surco,Criolla,59.27,42.0,
2426,2025-06-12,20,San Isidro,Criolla,35.77,36.0,4.0
260,2025-09-21,14,Surco,Comida rápida,44.02,33.0,5.0
2818,2026-02-19,10,Surco,Postres,31.86,31.0,3.0
872,2026-04-02,23,La Molina,Postres,25.65,51.0,3.0
2431,2026-02-11,19,Miraflores,Pizza,46.96,41.0,2.0
1643,2025-06-14,13,Miraflores,Comida rápida,33.75,28.0,5.0
1988,2025-05-01,12,La Molina,Pizza,41.32,59.0,3.0
2497,2026-01-11,20,Surco,Comida rápida,34.09,36.0,4.0
2421,2025-05-20,14,La Molina,Postres,30.8,,2.0
1552,2026-03-06,18,Surco,Postres,24.45,37.0,3.0
2841,2025-12-06,12,Miraflores,Pizza,76.8,41.0,4.0
2762,2025-08-21,12,Surco,Comida rápida,35.01,33.0,4.0
2363,2026-01-17,16,Surco,Comida rápida,25.37,42.0,3.0
457,2025-11-05,12,Miraflores,Comida rápida,22.77,30.0,5.0
463,2025-07-15,13,San Borja,Comida rápida,29.85,25.0,5.0
2260,2025-05-19,13,Miraflores,Pizza,36.96,33.0,5.0
786,2025-07-14,13,La Molina,Criolla,44.86,42.0,
1563,2026-01-16,13,Miraflores,Comida rápida,32.0,44.0,2.0
382,2025-06-05,18,San Isidro,Comida rápida,34.02,24.0,5.0
1867,2026-02-21,20,Miraflores,Comida rápida,35.97,30.0,3.0
2150,2025-08-25,11,La Molina,Postres,24.62,41.0,
1262,2025-07-06,0,Miraflores,Pizza,45.06,27.0,4.0
2974,2025-12-24,11,La Molina,Comida rápida,24.81,44.0,3.0
1698,2025-12-05,13,La Molina,Postres,21.03,61.0,1.0
1455,2025-05-16,20,San Borja,Postres,17.37,50.0,2.0
839,2025-06-30,20,Miraflores,Comida rápida,20.62,34.0,5.0
1300,2026-01-11,3,Miraflores,Comida rápida,37.04,39.0,4.0
1054,2026-02-20,21,Surco,Comida rápida,36.23,36.0,3.0
1081,2026-02-13,20,La Molina,Comida rápida,40.14,62.0,2.0
1739,2025-12-22,13,San Borja,Pizza,46.45,29.0,4.0
1478,2026-02-25,13,San Borja,Saludable,62.6,42.0,3.0
2398,2025-10-11,22,San Isidro,Saludable,53.21,37.0,3.0
408,2026-03-22,19,La Molina,Saludable,24.35,60.0,
1534,2025-11-14,12,San Isidro,Criolla,35.78,45.0,4.0
1234,2025-08-22,11,La Molina,Saludable,59.63,51.0,3.0
543,2025-12-13,14,La Molina,Pizza,68.87,39.0,3.0
1293,2025-05-11,12,San Borja,Comida rápida,16.42,33.0,4.0
1318,2025-11-25,12,San Borja,Postres,28.79,27.0,4.0
1230,2025-07-17,18,San Isidro,Postres,26.09,29.0,5.0
1843,2025-08-31,5,La Molina,Postres,33.93,31.0,4.0
1118,2026-02-06,22,San Isidro,Criolla,66.7,30.0,
2460,2025-09-01,6,Miraflores,Saludable,30.9,17.0,4.0
2273,2025-07-12,13,Surco,Pizza,31.21,58.0,2.0
2873,2025-09-19,20,San Borja,Pizza,75.91,21.0,4.0
2728,2025-07-10,19,Surco,Comida rápida,34.37,50.0,3.0
2942,2025-11-30,13,Surco,Criolla,63.87,66.0,3.0
1768,2025-10-21,20,Surco,Saludable,40.06,54.0,3.0
2646,2025-05-29,21,Surco,Pizza,45.1,36.0,4.0
2459,2026-03-04,20,La Molina,Pizza,41.29,51.0,
1753,2026-02-05,10,Miraflores,Criolla,31.68,35.0,3.0
2682,2026-04-27,20,Miraflores,Criolla,55.32,35.0,4.0
436,2025-07-31,21,Miraflores,Criolla,35.04,34.0,4.0
1412,2025-06-30,17,Miraflores,Comida rápida,38.18,19.0,5.0
238,2026-03-22,12,La Molina,Comida rápida,31.63,52.0,4.0
1056,2026-02-19,12,San Borja,Comida rápida,41.26,29.0,3.0
110,2025-05-28,20,La Molina,Criolla,35.3,58.0,1.0
782,2025-11-23,12,San Isidro,Postres,14.65,28.0,4.0
2090,2025-12-31,4,La Molina,Postres,18.22,51.0,2.0
164,2026-02-08,12,San Borja,Criolla,52.74,44.0,4.0
289,2025-08-07,12,San Isidro,Comida rápida,12.0,43.0,2.0
253,2025-09-06,21,San Borja,Comida rápida,24.62,38.0,
2133,2025-09-30,12,Miraflores,Postres,26.65,31.0,4.0
2052,2025-05-05,20,San Borja,Criolla,44.96,46.0,3.0
768,2026-01-05,12,Miraflores,Saludable,40.8,20.0,5.0
788,2025-11-08,12,Miraflores,Criolla,62.83,39.0,4.0
1353,2025-05-27,12,Miraflores,Saludable,48.54,39.0,5.0
1579,2025-10-07,13,San Isidro,Criolla,45.25,35.0,4.0
2965,2026-01-23,14,Miraflores,Criolla,38.96,19.0,5.0
2829,2025-11-04,23,Miraflores,Pizza,49.47,17.0,5.0
1458,2025-07-25,17,Surco,Criolla,40.71,29.0,
2371,2025-06-18,12,Surco,Saludable,33.8,40.0,3.0
1963,2026-04-10,6,San Isidro,Criolla,39.37,21.0,5.0
2402,2025-08-18,11,San Isidro,Pizza,52.85,30.0,3.0
2498,2025-10-30,22,San Isidro,Postres,33.23,24.0,4.0
2866,2025-10-07,21,San Borja,Criolla,60.33,26.0,3.0
1033,2026-03-16,20,La Molina,Saludable,54.34,53.0,
2438,2026-01-08,21,La Molina,Comida rápida,32.84,46.0,3.0
462,2026-01-02,19,La Molina,Comida rápida,36.51,62.0,2.0
2465,2025-11-07,23,Miraflores,Criolla,52.17,23.0,5.0
1504,2025-06-08,21,San Isidro,Saludable,31.01,22.0,5.0
158,2026-02-08,12,Miraflores,Criolla,58.79,32.0,4.0
2572,2026-04-02,20,San Isidro,Comida rápida,29.06,24.0,5.0
1993,2025-08-15,21,San Isidro,Pizza,69.99,19.0,5.0
1692,2025-06-06,12,Miraflores,Comida rápida,36.93,28.0,3.0
678,2025-05-01,22,Miraflores,Criolla,56.61,43.0,4.0
863,2025-08-29,22,Surco,Pizza,47.43,40.0,4.0
2921,2025-07-25,12,La Molina,Criolla,41.01,51.0,4.0
239,2026-04-14,5,San Borja,Comida rápida,35.6,23.0,5.0
1272,2025-08-28,21,Miraflores,Saludable,37.88,,3.0
1770,2025-11-15,21,Miraflores,Pizza,46.34,31.0,4.0
244,2025-09-24,22,Miraflores,Comida rápida,31.35,42.0,4.0
101,2025-09-13,20,Miraflores,Comida rápida,43.8,,3.0
